testId;confId;branch S/L;CfxOK;PathLenth;PathDist;RatioPath;RatioRot;FoundBranch;RotLength;Rotdist
2;5;S;TRUE;2940.43;0.00795292;0;0.309998;S;179.88;0
2;5;S;TRUE;2940.43;0.140559;0.319896;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00797257;0;0.319998;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.137382;0.329896;0;S;179.88;0
2;5;S;TRUE;2940.43;0.00775801;0;0.329998;S;179.88;0
2;5;S;TRUE;2940.43;0.178004;0.339839;0;S;179.88;0
2;5;S;TRUE;2940.43;0.019588;0;0.339994;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.174243;0.349838;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0191074;0;0.349994;S;179.88;0
2;5;S;TRUE;2940.43;0.17094;0.359837;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0187055;0;0.359994;S;179.88;0
2;5;S;TRUE;2940.43;0.167333;0.369837;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0183696;0;0.369995;S;179.88;0
2;5;S;TRUE;2940.43;0.163648;0.379836;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0175777;0;0.379995;S;179.88;0
2;5;S;TRUE;2940.43;0.160207;0.389836;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0168956;0;0.389995;S;179.88;0
2;5;S;TRUE;2940.43;0.15635;0.399835;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0164511;0;0.399995;S;179.88;0
2;5;S;TRUE;2940.43;0.152334;0.409835;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0157075;0;0.409995;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.148474;0.419835;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0151593;0;0.419995;S;179.88;0
2;5;S;TRUE;2940.43;0.144415;0.429834;0;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.0144025;0;0.429995;S;179.88;0
2;5;S;TRUE;2940.43;0.140466;0.439834;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0136779;0;0.439995;S;179.88;0
2;5;S;TRUE;2940.43;0.136554;0.449834;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0131065;0;0.449995;S;179.88;0
2;5;S;TRUE;2940.43;0.132718;0.459834;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0124557;0;0.459996;S;179.88;0
2;5;S;TRUE;2940.43;0.128943;0.469835;0;S;179.88;0.0559529
2;5;S;TRUE;2940.43;0.0118835;0;0.469996;S;179.88;0
2;5;S;TRUE;2940.43;0.12522;0.479835;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0113243;0;0.479996;S;179.88;0.0395647
2;5;S;TRUE;2940.43;0.121871;0.489835;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0109524;0;0.489996;S;179.88;0
2;5;S;TRUE;2940.43;0.117963;0.499835;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0101834;0;0.499996;S;179.88;0
2;5;S;TRUE;2940.43;0.148787;0.509756;0;S;179.88;0
2;5;S;TRUE;2940.43;0.0236531;0;0.50999;S;179.88;0.0395647
